| time  |reset|ARegister|DRegister|PC[]|RAM16K[16|RAM16K[17|
| 942   |  0  |       4 |      67 |   4|      68 |    2278 |
| 943   |  0  |      16 |      67 |   5|      68 |    2278 |
| 944   |  0  |      16 |      68 |   6|      68 |    2278 |
| 945   |  0  |     100 |      68 |   7|      68 |    2278 |
| 946   |  0  |     100 |     -32 |   8|      68 |    2278 |
| 947   |  0  |      18 |     -32 |   9|      68 |    2278 |
| 948   |  0  |      18 |     -32 |  10|      68 |    2278 |
| 949   |  0  |      16 |     -32 |  11|      68 |    2278 |
| 950   |  0  |      16 |      68 |  12|      68 |    2278 |
| 951   |  0  |      17 |      68 |  13|      68 |    2278 |
| 952   |  0  |      17 |      68 |  14|      68 |    2346 |
| 953   |  0  |      16 |      68 |  15|      68 |    2346 |
| 954   |  0  |      16 |      68 |  16|      69 |    2346 |
| 955   |  0  |       4 |      68 |  17|      69 |    2346 |
| 956   |  0  |       4 |      68 |   4|      69 |    2346 |
| 957   |  0  |      16 |      68 |   5|      69 |    2346 |
| 958   |  0  |      16 |      69 |   6|      69 |    2346 |
| 959   |  0  |     100 |      69 |   7|      69 |    2346 |
| 960   |  0  |     100 |     -31 |   8|      69 |    2346 |
| 961   |  0  |      18 |     -31 |   9|      69 |    2346 |
| 962   |  0  |      18 |     -31 |  10|      69 |    2346 |
| 963   |  0  |      16 |     -31 |  11|      69 |    2346 |
| 964   |  0  |      16 |      69 |  12|      69 |    2346 |
| 965   |  0  |      17 |      69 |  13|      69 |    2346 |
| 966   |  0  |      17 |      69 |  14|      69 |    2415 |
| 967   |  0  |      16 |      69 |  15|      69 |    2415 |
| 968   |  0  |      16 |      69 |  16|      70 |    2415 |
| 969   |  0  |       4 |      69 |  17|      70 |    2415 |
| 970   |  0  |       4 |      69 |   4|      70 |    2415 |
| 971   |  0  |      16 |      69 |   5|      70 |    2415 |
| 972   |  0  |      16 |      70 |   6|      70 |    2415 |
| 973   |  0  |     100 |      70 |   7|      70 |    2415 |
| 974   |  0  |     100 |     -30 |   8|      70 |    2415 |
| 975   |  0  |      18 |     -30 |   9|      70 |    2415 |
| 976   |  0  |      18 |     -30 |  10|      70 |    2415 |
| 977   |  0  |      16 |     -30 |  11|      70 |    2415 |
| 978   |  0  |      16 |      70 |  12|      70 |    2415 |
| 979   |  0  |      17 |      70 |  13|      70 |    2415 |
| 980   |  0  |      17 |      70 |  14|      70 |    2485 |
| 981   |  0  |      16 |      70 |  15|      70 |    2485 |
| 982   |  0  |      16 |      70 |  16|      71 |    2485 |
| 983   |  0  |       4 |      70 |  17|      71 |    2485 |
| 984   |  0  |       4 |      70 |   4|      71 |    2485 |
| 985   |  0  |      16 |      70 |   5|      71 |    2485 |
| 986   |  0  |      16 |      71 |   6|      71 |    2485 |
| 987   |  0  |     100 |      71 |   7|      71 |    2485 |
| 988   |  0  |     100 |     -29 |   8|      71 |    2485 |
| 989   |  0  |      18 |     -29 |   9|      71 |    2485 |
| 990   |  0  |      18 |     -29 |  10|      71 |    2485 |
| 991   |  0  |      16 |     -29 |  11|      71 |    2485 |
| 992   |  0  |      16 |      71 |  12|      71 |    2485 |
| 993   |  0  |      17 |      71 |  13|      71 |    2485 |
| 994   |  0  |      17 |      71 |  14|      71 |    2556 |
| 995   |  0  |      16 |      71 |  15|      71 |    2556 |
| 996   |  0  |      16 |      71 |  16|      72 |    2556 |
| 997   |  0  |       4 |      71 |  17|      72 |    2556 |
| 998   |  0  |       4 |      71 |   4|      72 |    2556 |
| 999   |  0  |      16 |      71 |   5|      72 |    2556 |
| 1000  |  0  |      16 |      72 |   6|      72 |    2556 |
| 1001  |  0  |     100 |      72 |   7|      72 |    2556 |
| 1002  |  0  |     100 |     -28 |   8|      72 |    2556 |
| 1003  |  0  |      18 |     -28 |   9|      72 |    2556 |
| 1004  |  0  |      18 |     -28 |  10|      72 |    2556 |
| 1005  |  0  |      16 |     -28 |  11|      72 |    2556 |
| 1006  |  0  |      16 |      72 |  12|      72 |    2556 |
| 1007  |  0  |      17 |      72 |  13|      72 |    2556 |
| 1008  |  0  |      17 |      72 |  14|      72 |    2628 |
| 1009  |  0  |      16 |      72 |  15|      72 |    2628 |
| 1010  |  0  |      16 |      72 |  16|      73 |    2628 |
| 1011  |  0  |       4 |      72 |  17|      73 |    2628 |
| 1012  |  0  |       4 |      72 |   4|      73 |    2628 |
| 1013  |  0  |      16 |      72 |   5|      73 |    2628 |
| 1014  |  0  |      16 |      73 |   6|      73 |    2628 |
| 1015  |  0  |     100 |      73 |   7|      73 |    2628 |
| 1016  |  0  |     100 |     -27 |   8|      73 |    2628 |
| 1017  |  0  |      18 |     -27 |   9|      73 |    2628 |
| 1018  |  0  |      18 |     -27 |  10|      73 |    2628 |
| 1019  |  0  |      16 |     -27 |  11|      73 |    2628 |
| 1020  |  0  |      16 |      73 |  12|      73 |    2628 |
| 1021  |  0  |      17 |      73 |  13|      73 |    2628 |
| 1022  |  0  |      17 |      73 |  14|      73 |    2701 |
| 1023  |  0  |      16 |      73 |  15|      73 |    2701 |
| 1024  |  0  |      16 |      73 |  16|      74 |    2701 |
| 1025  |  0  |       4 |      73 |  17|      74 |    2701 |
| 1026  |  0  |       4 |      73 |   4|      74 |    2701 |
| 1027  |  0  |      16 |      73 |   5|      74 |    2701 |
| 1028  |  0  |      16 |      74 |   6|      74 |    2701 |
| 1029  |  0  |     100 |      74 |   7|      74 |    2701 |
| 1030  |  0  |     100 |     -26 |   8|      74 |    2701 |
| 1031  |  0  |      18 |     -26 |   9|      74 |    2701 |
| 1032  |  0  |      18 |     -26 |  10|      74 |    2701 |
| 1033  |  0  |      16 |     -26 |  11|      74 |    2701 |
| 1034  |  0  |      16 |      74 |  12|      74 |    2701 |
| 1035  |  0  |      17 |      74 |  13|      74 |    2701 |
| 1036  |  0  |      17 |      74 |  14|      74 |    2775 |
| 1037  |  0  |      16 |      74 |  15|      74 |    2775 |
| 1038  |  0  |      16 |      74 |  16|      75 |    2775 |
| 1039  |  0  |       4 |      74 |  17|      75 |    2775 |
| 1040  |  0  |       4 |      74 |   4|      75 |    2775 |
| 1041  |  0  |      16 |      74 |   5|      75 |    2775 |
| 1042  |  0  |      16 |      75 |   6|      75 |    2775 |
| 1043  |  0  |     100 |      75 |   7|      75 |    2775 |
| 1044  |  0  |     100 |     -25 |   8|      75 |    2775 |
| 1045  |  0  |      18 |     -25 |   9|      75 |    2775 |
| 1046  |  0  |      18 |     -25 |  10|      75 |    2775 |
| 1047  |  0  |      16 |     -25 |  11|      75 |    2775 |
| 1048  |  0  |      16 |      75 |  12|      75 |    2775 |
| 1049  |  0  |      17 |      75 |  13|      75 |    2775 |
| 1050  |  0  |      17 |      75 |  14|      75 |    2850 |
| 1051  |  0  |      16 |      75 |  15|      75 |    2850 |
| 1052  |  0  |      16 |      75 |  16|      76 |    2850 |
| 1053  |  0  |       4 |      75 |  17|      76 |    2850 |
| 1054  |  0  |       4 |      75 |   4|      76 |    2850 |
| 1055  |  0  |      16 |      75 |   5|      76 |    2850 |
| 1056  |  0  |      16 |      76 |   6|      76 |    2850 |
| 1057  |  0  |     100 |      76 |   7|      76 |    2850 |
| 1058  |  0  |     100 |     -24 |   8|      76 |    2850 |
| 1059  |  0  |      18 |     -24 |   9|      76 |    2850 |
| 1060  |  0  |      18 |     -24 |  10|      76 |    2850 |
| 1061  |  0  |      16 |     -24 |  11|      76 |    2850 |
| 1062  |  0  |      16 |      76 |  12|      76 |    2850 |
| 1063  |  0  |      17 |      76 |  13|      76 |    2850 |
| 1064  |  0  |      17 |      76 |  14|      76 |    2926 |
| 1065  |  0  |      16 |      76 |  15|      76 |    2926 |
| 1066  |  0  |      16 |      76 |  16|      77 |    2926 |
| 1067  |  0  |       4 |      76 |  17|      77 |    2926 |
| 1068  |  0  |       4 |      76 |   4|      77 |    2926 |
| 1069  |  0  |      16 |      76 |   5|      77 |    2926 |
| 1070  |  0  |      16 |      77 |   6|      77 |    2926 |
| 1071  |  0  |     100 |      77 |   7|      77 |    2926 |
| 1072  |  0  |     100 |     -23 |   8|      77 |    2926 |
| 1073  |  0  |      18 |     -23 |   9|      77 |    2926 |
| 1074  |  0  |      18 |     -23 |  10|      77 |    2926 |
| 1075  |  0  |      16 |     -23 |  11|      77 |    2926 |
| 1076  |  0  |      16 |      77 |  12|      77 |    2926 |
| 1077  |  0  |      17 |      77 |  13|      77 |    2926 |
| 1078  |  0  |      17 |      77 |  14|      77 |    3003 |
| 1079  |  0  |      16 |      77 |  15|      77 |    3003 |
| 1080  |  0  |      16 |      77 |  16|      78 |    3003 |
| 1081  |  0  |       4 |      77 |  17|      78 |    3003 |
| 1082  |  0  |       4 |      77 |   4|      78 |    3003 |
| 1083  |  0  |      16 |      77 |   5|      78 |    3003 |
| 1084  |  0  |      16 |      78 |   6|      78 |    3003 |
| 1085  |  0  |     100 |      78 |   7|      78 |    3003 |
| 1086  |  0  |     100 |     -22 |   8|      78 |    3003 |
| 1087  |  0  |      18 |     -22 |   9|      78 |    3003 |
| 1088  |  0  |      18 |     -22 |  10|      78 |    3003 |
| 1089  |  0  |      16 |     -22 |  11|      78 |    3003 |
| 1090  |  0  |      16 |      78 |  12|      78 |    3003 |
| 1091  |  0  |      17 |      78 |  13|      78 |    3003 |
| 1092  |  0  |      17 |      78 |  14|      78 |    3081 |
| 1093  |  0  |      16 |      78 |  15|      78 |    3081 |
| 1094  |  0  |      16 |      78 |  16|      79 |    3081 |
| 1095  |  0  |       4 |      78 |  17|      79 |    3081 |
| 1096  |  0  |       4 |      78 |   4|      79 |    3081 |
| 1097  |  0  |      16 |      78 |   5|      79 |    3081 |
| 1098  |  0  |      16 |      79 |   6|      79 |    3081 |
| 1099  |  0  |     100 |      79 |   7|      79 |    3081 |
| 1100  |  0  |     100 |     -21 |   8|      79 |    3081 |
| 1101  |  0  |      18 |     -21 |   9|      79 |    3081 |
| 1102  |  0  |      18 |     -21 |  10|      79 |    3081 |
| 1103  |  0  |      16 |     -21 |  11|      79 |    3081 |
| 1104  |  0  |      16 |      79 |  12|      79 |    3081 |
| 1105  |  0  |      17 |      79 |  13|      79 |    3081 |
| 1106  |  0  |      17 |      79 |  14|      79 |    3160 |
| 1107  |  0  |      16 |      79 |  15|      79 |    3160 |
| 1108  |  0  |      16 |      79 |  16|      80 |    3160 |
| 1109  |  0  |       4 |      79 |  17|      80 |    3160 |
| 1110  |  0  |       4 |      79 |   4|      80 |    3160 |
| 1111  |  0  |      16 |      79 |   5|      80 |    3160 |
| 1112  |  0  |      16 |      80 |   6|      80 |    3160 |
| 1113  |  0  |     100 |      80 |   7|      80 |    3160 |
| 1114  |  0  |     100 |     -20 |   8|      80 |    3160 |
| 1115  |  0  |      18 |     -20 |   9|      80 |    3160 |
| 1116  |  0  |      18 |     -20 |  10|      80 |    3160 |
| 1117  |  0  |      16 |     -20 |  11|      80 |    3160 |
| 1118  |  0  |      16 |      80 |  12|      80 |    3160 |
| 1119  |  0  |      17 |      80 |  13|      80 |    3160 |
| 1120  |  0  |      17 |      80 |  14|      80 |    3240 |
| 1121  |  0  |      16 |      80 |  15|      80 |    3240 |
| 1122  |  0  |      16 |      80 |  16|      81 |    3240 |
| 1123  |  0  |       4 |      80 |  17|      81 |    3240 |
| 1124  |  0  |       4 |      80 |   4|      81 |    3240 |
| 1125  |  0  |      16 |      80 |   5|      81 |    3240 |
| 1126  |  0  |      16 |      81 |   6|      81 |    3240 |
| 1127  |  0  |     100 |      81 |   7|      81 |    3240 |
| 1128  |  0  |     100 |     -19 |   8|      81 |    3240 |
| 1129  |  0  |      18 |     -19 |   9|      81 |    3240 |
| 1130  |  0  |      18 |     -19 |  10|      81 |    3240 |
| 1131  |  0  |      16 |     -19 |  11|      81 |    3240 |
| 1132  |  0  |      16 |      81 |  12|      81 |    3240 |
| 1133  |  0  |      17 |      81 |  13|      81 |    3240 |
| 1134  |  0  |      17 |      81 |  14|      81 |    3321 |
| 1135  |  0  |      16 |      81 |  15|      81 |    3321 |
| 1136  |  0  |      16 |      81 |  16|      82 |    3321 |
| 1137  |  0  |       4 |      81 |  17|      82 |    3321 |
| 1138  |  0  |       4 |      81 |   4|      82 |    3321 |
| 1139  |  0  |      16 |      81 |   5|      82 |    3321 |
| 1140  |  0  |      16 |      82 |   6|      82 |    3321 |
| 1141  |  0  |     100 |      82 |   7|      82 |    3321 |
| 1142  |  0  |     100 |     -18 |   8|      82 |    3321 |
| 1143  |  0  |      18 |     -18 |   9|      82 |    3321 |
| 1144  |  0  |      18 |     -18 |  10|      82 |    3321 |
| 1145  |  0  |      16 |     -18 |  11|      82 |    3321 |
| 1146  |  0  |      16 |      82 |  12|      82 |    3321 |
| 1147  |  0  |      17 |      82 |  13|      82 |    3321 |
| 1148  |  0  |      17 |      82 |  14|      82 |    3403 |
| 1149  |  0  |      16 |      82 |  15|      82 |    3403 |
| 1150  |  0  |      16 |      82 |  16|      83 |    3403 |
| 1151  |  0  |       4 |      82 |  17|      83 |    3403 |
| 1152  |  0  |       4 |      82 |   4|      83 |    3403 |
| 1153  |  0  |      16 |      82 |   5|      83 |    3403 |
| 1154  |  0  |      16 |      83 |   6|      83 |    3403 |
| 1155  |  0  |     100 |      83 |   7|      83 |    3403 |
| 1156  |  0  |     100 |     -17 |   8|      83 |    3403 |
| 1157  |  0  |      18 |     -17 |   9|      83 |    3403 |
| 1158  |  0  |      18 |     -17 |  10|      83 |    3403 |
| 1159  |  0  |      16 |     -17 |  11|      83 |    3403 |
| 1160  |  0  |      16 |      83 |  12|      83 |    3403 |
| 1161  |  0  |      17 |      83 |  13|      83 |    3403 |
| 1162  |  0  |      17 |      83 |  14|      83 |    3486 |
| 1163  |  0  |      16 |      83 |  15|      83 |    3486 |
| 1164  |  0  |      16 |      83 |  16|      84 |    3486 |
| 1165  |  0  |       4 |      83 |  17|      84 |    3486 |
| 1166  |  0  |       4 |      83 |   4|      84 |    3486 |
| 1167  |  0  |      16 |      83 |   5|      84 |    3486 |
| 1168  |  0  |      16 |      84 |   6|      84 |    3486 |
| 1169  |  0  |     100 |      84 |   7|      84 |    3486 |
| 1170  |  0  |     100 |     -16 |   8|      84 |    3486 |
| 1171  |  0  |      18 |     -16 |   9|      84 |    3486 |
| 1172  |  0  |      18 |     -16 |  10|      84 |    3486 |
| 1173  |  0  |      16 |     -16 |  11|      84 |    3486 |
| 1174  |  0  |      16 |      84 |  12|      84 |    3486 |
| 1175  |  0  |      17 |      84 |  13|      84 |    3486 |
| 1176  |  0  |      17 |      84 |  14|      84 |    3570 |
| 1177  |  0  |      16 |      84 |  15|      84 |    3570 |
| 1178  |  0  |      16 |      84 |  16|      85 |    3570 |
| 1179  |  0  |       4 |      84 |  17|      85 |    3570 |
| 1180  |  0  |       4 |      84 |   4|      85 |    3570 |
| 1181  |  0  |      16 |      84 |   5|      85 |    3570 |
| 1182  |  0  |      16 |      85 |   6|      85 |    3570 |
| 1183  |  0  |     100 |      85 |   7|      85 |    3570 |
| 1184  |  0  |     100 |     -15 |   8|      85 |    3570 |
| 1185  |  0  |      18 |     -15 |   9|      85 |    3570 |
| 1186  |  0  |      18 |     -15 |  10|      85 |    3570 |
| 1187  |  0  |      16 |     -15 |  11|      85 |    3570 |
| 1188  |  0  |      16 |      85 |  12|      85 |    3570 |
| 1189  |  0  |      17 |      85 |  13|      85 |    3570 |
| 1190  |  0  |      17 |      85 |  14|      85 |    3655 |
| 1191  |  0  |      16 |      85 |  15|      85 |    3655 |
| 1192  |  0  |      16 |      85 |  16|      86 |    3655 |
| 1193  |  0  |       4 |      85 |  17|      86 |    3655 |
| 1194  |  0  |       4 |      85 |   4|      86 |    3655 |
| 1195  |  0  |      16 |      85 |   5|      86 |    3655 |
| 1196  |  0  |      16 |      86 |   6|      86 |    3655 |
| 1197  |  0  |     100 |      86 |   7|      86 |    3655 |
| 1198  |  0  |     100 |     -14 |   8|      86 |    3655 |
| 1199  |  0  |      18 |     -14 |   9|      86 |    3655 |
| 1200  |  0  |      18 |     -14 |  10|      86 |    3655 |
| 1201  |  0  |      16 |     -14 |  11|      86 |    3655 |
| 1202  |  0  |      16 |      86 |  12|      86 |    3655 |
| 1203  |  0  |      17 |      86 |  13|      86 |    3655 |
| 1204  |  0  |      17 |      86 |  14|      86 |    3741 |
| 1205  |  0  |      16 |      86 |  15|      86 |    3741 |
| 1206  |  0  |      16 |      86 |  16|      87 |    3741 |
| 1207  |  0  |       4 |      86 |  17|      87 |    3741 |
| 1208  |  0  |       4 |      86 |   4|      87 |    3741 |
| 1209  |  0  |      16 |      86 |   5|      87 |    3741 |
| 1210  |  0  |      16 |      87 |   6|      87 |    3741 |
| 1211  |  0  |     100 |      87 |   7|      87 |    3741 |
| 1212  |  0  |     100 |     -13 |   8|      87 |    3741 |
| 1213  |  0  |      18 |     -13 |   9|      87 |    3741 |
| 1214  |  0  |      18 |     -13 |  10|      87 |    3741 |
| 1215  |  0  |      16 |     -13 |  11|      87 |    3741 |
| 1216  |  0  |      16 |      87 |  12|      87 |    3741 |
| 1217  |  0  |      17 |      87 |  13|      87 |    3741 |
| 1218  |  0  |      17 |      87 |  14|      87 |    3828 |
| 1219  |  0  |      16 |      87 |  15|      87 |    3828 |
| 1220  |  0  |      16 |      87 |  16|      88 |    3828 |
| 1221  |  0  |       4 |      87 |  17|      88 |    3828 |
| 1222  |  0  |       4 |      87 |   4|      88 |    3828 |
| 1223  |  0  |      16 |      87 |   5|      88 |    3828 |
| 1224  |  0  |      16 |      88 |   6|      88 |    3828 |
| 1225  |  0  |     100 |      88 |   7|      88 |    3828 |
| 1226  |  0  |     100 |     -12 |   8|      88 |    3828 |
| 1227  |  0  |      18 |     -12 |   9|      88 |    3828 |
| 1228  |  0  |      18 |     -12 |  10|      88 |    3828 |
| 1229  |  0  |      16 |     -12 |  11|      88 |    3828 |
| 1230  |  0  |      16 |      88 |  12|      88 |    3828 |
| 1231  |  0  |      17 |      88 |  13|      88 |    3828 |
| 1232  |  0  |      17 |      88 |  14|      88 |    3916 |
| 1233  |  0  |      16 |      88 |  15|      88 |    3916 |
| 1234  |  0  |      16 |      88 |  16|      89 |    3916 |
| 1235  |  0  |       4 |      88 |  17|      89 |    3916 |
| 1236  |  0  |       4 |      88 |   4|      89 |    3916 |
| 1237  |  0  |      16 |      88 |   5|      89 |    3916 |
| 1238  |  0  |      16 |      89 |   6|      89 |    3916 |
| 1239  |  0  |     100 |      89 |   7|      89 |    3916 |
| 1240  |  0  |     100 |     -11 |   8|      89 |    3916 |
| 1241  |  0  |      18 |     -11 |   9|      89 |    3916 |
| 1242  |  0  |      18 |     -11 |  10|      89 |    3916 |
| 1243  |  0  |      16 |     -11 |  11|      89 |    3916 |
| 1244  |  0  |      16 |      89 |  12|      89 |    3916 |
| 1245  |  0  |      17 |      89 |  13|      89 |    3916 |
| 1246  |  0  |      17 |      89 |  14|      89 |    4005 |
| 1247  |  0  |      16 |      89 |  15|      89 |    4005 |
| 1248  |  0  |      16 |      89 |  16|      90 |    4005 |
| 1249  |  0  |       4 |      89 |  17|      90 |    4005 |
| 1250  |  0  |       4 |      89 |   4|      90 |    4005 |
| 1251  |  0  |      16 |      89 |   5|      90 |    4005 |
| 1252  |  0  |      16 |      90 |   6|      90 |    4005 |
| 1253  |  0  |     100 |      90 |   7|      90 |    4005 |
| 1254  |  0  |     100 |     -10 |   8|      90 |    4005 |
| 1255  |  0  |      18 |     -10 |   9|      90 |    4005 |
| 1256  |  0  |      18 |     -10 |  10|      90 |    4005 |
| 1257  |  0  |      16 |     -10 |  11|      90 |    4005 |
| 1258  |  0  |      16 |      90 |  12|      90 |    4005 |
| 1259  |  0  |      17 |      90 |  13|      90 |    4005 |
| 1260  |  0  |      17 |      90 |  14|      90 |    4095 |
| 1261  |  0  |      16 |      90 |  15|      90 |    4095 |
| 1262  |  0  |      16 |      90 |  16|      91 |    4095 |
| 1263  |  0  |       4 |      90 |  17|      91 |    4095 |
| 1264  |  0  |       4 |      90 |   4|      91 |    4095 |
| 1265  |  0  |      16 |      90 |   5|      91 |    4095 |
| 1266  |  0  |      16 |      91 |   6|      91 |    4095 |
| 1267  |  0  |     100 |      91 |   7|      91 |    4095 |
| 1268  |  0  |     100 |      -9 |   8|      91 |    4095 |
| 1269  |  0  |      18 |      -9 |   9|      91 |    4095 |
| 1270  |  0  |      18 |      -9 |  10|      91 |    4095 |
| 1271  |  0  |      16 |      -9 |  11|      91 |    4095 |
| 1272  |  0  |      16 |      91 |  12|      91 |    4095 |
| 1273  |  0  |      17 |      91 |  13|      91 |    4095 |
| 1274  |  0  |      17 |      91 |  14|      91 |    4186 |
| 1275  |  0  |      16 |      91 |  15|      91 |    4186 |
| 1276  |  0  |      16 |      91 |  16|      92 |    4186 |
| 1277  |  0  |       4 |      91 |  17|      92 |    4186 |
| 1278  |  0  |       4 |      91 |   4|      92 |    4186 |
| 1279  |  0  |      16 |      91 |   5|      92 |    4186 |
| 1280  |  0  |      16 |      92 |   6|      92 |    4186 |
| 1281  |  0  |     100 |      92 |   7|      92 |    4186 |
| 1282  |  0  |     100 |      -8 |   8|      92 |    4186 |
| 1283  |  0  |      18 |      -8 |   9|      92 |    4186 |
| 1284  |  0  |      18 |      -8 |  10|      92 |    4186 |
| 1285  |  0  |      16 |      -8 |  11|      92 |    4186 |
| 1286  |  0  |      16 |      92 |  12|      92 |    4186 |
| 1287  |  0  |      17 |      92 |  13|      92 |    4186 |
| 1288  |  0  |      17 |      92 |  14|      92 |    4278 |
| 1289  |  0  |      16 |      92 |  15|      92 |    4278 |
| 1290  |  0  |      16 |      92 |  16|      93 |    4278 |
| 1291  |  0  |       4 |      92 |  17|      93 |    4278 |
| 1292  |  0  |       4 |      92 |   4|      93 |    4278 |
| 1293  |  0  |      16 |      92 |   5|      93 |    4278 |
| 1294  |  0  |      16 |      93 |   6|      93 |    4278 |
| 1295  |  0  |     100 |      93 |   7|      93 |    4278 |
| 1296  |  0  |     100 |      -7 |   8|      93 |    4278 |
| 1297  |  0  |      18 |      -7 |   9|      93 |    4278 |
| 1298  |  0  |      18 |      -7 |  10|      93 |    4278 |
| 1299  |  0  |      16 |      -7 |  11|      93 |    4278 |
| 1300  |  0  |      16 |      93 |  12|      93 |    4278 |
| 1301  |  0  |      17 |      93 |  13|      93 |    4278 |
| 1302  |  0  |      17 |      93 |  14|      93 |    4371 |
| 1303  |  0  |      16 |      93 |  15|      93 |    4371 |
| 1304  |  0  |      16 |      93 |  16|      94 |    4371 |
| 1305  |  0  |       4 |      93 |  17|      94 |    4371 |
| 1306  |  0  |       4 |      93 |   4|      94 |    4371 |
| 1307  |  0  |      16 |      93 |   5|      94 |    4371 |
| 1308  |  0  |      16 |      94 |   6|      94 |    4371 |
| 1309  |  0  |     100 |      94 |   7|      94 |    4371 |
| 1310  |  0  |     100 |      -6 |   8|      94 |    4371 |
| 1311  |  0  |      18 |      -6 |   9|      94 |    4371 |
| 1312  |  0  |      18 |      -6 |  10|      94 |    4371 |
| 1313  |  0  |      16 |      -6 |  11|      94 |    4371 |
| 1314  |  0  |      16 |      94 |  12|      94 |    4371 |
| 1315  |  0  |      17 |      94 |  13|      94 |    4371 |
| 1316  |  0  |      17 |      94 |  14|      94 |    4465 |
| 1317  |  0  |      16 |      94 |  15|      94 |    4465 |
| 1318  |  0  |      16 |      94 |  16|      95 |    4465 |
| 1319  |  0  |       4 |      94 |  17|      95 |    4465 |
| 1320  |  0  |       4 |      94 |   4|      95 |    4465 |
| 1321  |  0  |      16 |      94 |   5|      95 |    4465 |
| 1322  |  0  |      16 |      95 |   6|      95 |    4465 |
| 1323  |  0  |     100 |      95 |   7|      95 |    4465 |
| 1324  |  0  |     100 |      -5 |   8|      95 |    4465 |
| 1325  |  0  |      18 |      -5 |   9|      95 |    4465 |
| 1326  |  0  |      18 |      -5 |  10|      95 |    4465 |
| 1327  |  0  |      16 |      -5 |  11|      95 |    4465 |
| 1328  |  0  |      16 |      95 |  12|      95 |    4465 |
| 1329  |  0  |      17 |      95 |  13|      95 |    4465 |
| 1330  |  0  |      17 |      95 |  14|      95 |    4560 |
| 1331  |  0  |      16 |      95 |  15|      95 |    4560 |
| 1332  |  0  |      16 |      95 |  16|      96 |    4560 |
| 1333  |  0  |       4 |      95 |  17|      96 |    4560 |
| 1334  |  0  |       4 |      95 |   4|      96 |    4560 |
| 1335  |  0  |      16 |      95 |   5|      96 |    4560 |
| 1336  |  0  |      16 |      96 |   6|      96 |    4560 |
| 1337  |  0  |     100 |      96 |   7|      96 |    4560 |
| 1338  |  0  |     100 |      -4 |   8|      96 |    4560 |
| 1339  |  0  |      18 |      -4 |   9|      96 |    4560 |
| 1340  |  0  |      18 |      -4 |  10|      96 |    4560 |
| 1341  |  0  |      16 |      -4 |  11|      96 |    4560 |
| 1342  |  0  |      16 |      96 |  12|      96 |    4560 |
| 1343  |  0  |      17 |      96 |  13|      96 |    4560 |
| 1344  |  0  |      17 |      96 |  14|      96 |    4656 |
| 1345  |  0  |      16 |      96 |  15|      96 |    4656 |
| 1346  |  0  |      16 |      96 |  16|      97 |    4656 |
| 1347  |  0  |       4 |      96 |  17|      97 |    4656 |
| 1348  |  0  |       4 |      96 |   4|      97 |    4656 |
| 1349  |  0  |      16 |      96 |   5|      97 |    4656 |
| 1350  |  0  |      16 |      97 |   6|      97 |    4656 |
| 1351  |  0  |     100 |      97 |   7|      97 |    4656 |
| 1352  |  0  |     100 |      -3 |   8|      97 |    4656 |
| 1353  |  0  |      18 |      -3 |   9|      97 |    4656 |
| 1354  |  0  |      18 |      -3 |  10|      97 |    4656 |
| 1355  |  0  |      16 |      -3 |  11|      97 |    4656 |
| 1356  |  0  |      16 |      97 |  12|      97 |    4656 |
| 1357  |  0  |      17 |      97 |  13|      97 |    4656 |
| 1358  |  0  |      17 |      97 |  14|      97 |    4753 |
| 1359  |  0  |      16 |      97 |  15|      97 |    4753 |
| 1360  |  0  |      16 |      97 |  16|      98 |    4753 |
| 1361  |  0  |       4 |      97 |  17|      98 |    4753 |
| 1362  |  0  |       4 |      97 |   4|      98 |    4753 |
| 1363  |  0  |      16 |      97 |   5|      98 |    4753 |
| 1364  |  0  |      16 |      98 |   6|      98 |    4753 |
| 1365  |  0  |     100 |      98 |   7|      98 |    4753 |
| 1366  |  0  |     100 |      -2 |   8|      98 |    4753 |
| 1367  |  0  |      18 |      -2 |   9|      98 |    4753 |
| 1368  |  0  |      18 |      -2 |  10|      98 |    4753 |
| 1369  |  0  |      16 |      -2 |  11|      98 |    4753 |
| 1370  |  0  |      16 |      98 |  12|      98 |    4753 |
| 1371  |  0  |      17 |      98 |  13|      98 |    4753 |
| 1372  |  0  |      17 |      98 |  14|      98 |    4851 |
| 1373  |  0  |      16 |      98 |  15|      98 |    4851 |
| 1374  |  0  |      16 |      98 |  16|      99 |    4851 |
| 1375  |  0  |       4 |      98 |  17|      99 |    4851 |
| 1376  |  0  |       4 |      98 |   4|      99 |    4851 |
| 1377  |  0  |      16 |      98 |   5|      99 |    4851 |
| 1378  |  0  |      16 |      99 |   6|      99 |    4851 |
| 1379  |  0  |     100 |      99 |   7|      99 |    4851 |
| 1380  |  0  |     100 |      -1 |   8|      99 |    4851 |
| 1381  |  0  |      18 |      -1 |   9|      99 |    4851 |
| 1382  |  0  |      18 |      -1 |  10|      99 |    4851 |
| 1383  |  0  |      16 |      -1 |  11|      99 |    4851 |
| 1384  |  0  |      16 |      99 |  12|      99 |    4851 |
| 1385  |  0  |      17 |      99 |  13|      99 |    4851 |
| 1386  |  0  |      17 |      99 |  14|      99 |    4950 |
| 1387  |  0  |      16 |      99 |  15|      99 |    4950 |
| 1388  |  0  |      16 |      99 |  16|     100 |    4950 |
| 1389  |  0  |       4 |      99 |  17|     100 |    4950 |
